"ForestTypeGroup","AgeGroup","carbon","carbon_se","total","total_se","rfCarbon","rfCarbonUpper","rfCarbonLower","ShortName","Age","Area","Prop","originalArea","AreaSE","ForestTypeGroupCode"
"Fir / spruce / mountain hemlock",80,105.886956281985,4.31524453391251,127516265.274669,10132053.0475647,-15.5744988131126,-14.9397863496366,-16.2092112765885,"FirSpr","81-90 years",2136292.61935903,0.00133858972928723,2133433,5.07,260
"Fir / spruce / mountain hemlock",90,110.026658188177,4.13679065619759,145608579.823922,11121626.8537366,-16.1833913971333,-15.5749270175031,-16.7918557767635,"FirSpr","91-100 years",2215267.33410105,0.00133858972928723,2212302,4.96,260
"Fir / spruce / mountain hemlock",100,125.538941341564,4.65589192112818,206443672.078598,14803697.7071585,-18.4650325363658,-17.7802155792471,-19.1498494934845,"FirSpr","101-110 years",2582886.42524074,0.00133858972928723,2579429,4.66,260
"Fir / spruce / mountain hemlock",110,119.710258594332,4.07368766880333,163122848.928399,12359626.3527658,-17.6077143574673,-17.0085315497775,-18.2068971651572,"FirSpr","111-120 years",2064359.33019696,0.00133858972928723,2061596,5.25,260
"Fir / spruce / mountain hemlock",120,120.890946050212,5.90896749461413,149583749.5723,13082850.0217231,-17.7813770636772,-16.9122501148724,-18.650504012482,"FirSpr","121-130 years",1943537.59946913,0.00133858972928723,1940936,5.44,260
"Fir / spruce / mountain hemlock",130,122.945991881829,4.20336858044755,156878214.572624,12299947.9947462,-18.0836457281969,-17.4653886617372,-18.7019027946567,"FirSpr","131-140 years",1782447.966541,0.00133858972928723,1780062,5.67,260
"Fir / spruce / mountain hemlock",140,121.493503152298,5.51127299011477,99070435.4559029,9247673.78954776,-17.8700048342808,-17.0593732167783,-18.6806364517833,"FirSpr","141-150 years",1497189.12198149,0.00133858972928723,1495185,6.21,260
"Fir / spruce / mountain hemlock",150,128.712282178662,8.93973209297799,90683059.2808147,10288479.1203904,-18.9317868452664,-17.6168765696245,-20.2466971209083,"FirSpr","151-160 years",1314034.95369294,0.00133858972928723,1312276,6.59,260
"Fir / spruce / mountain hemlock",160,149.33785336321,6.30110802553854,123843397.545517,11861763.4154177,-21.9655215488879,-21.0387161810606,-22.8923269167153,"FirSpr","161-170 years",980728.793490182,0.00133858972928723,979416,7.67,260
"Fir / spruce / mountain hemlock",170,149.689735577807,9.84749925274697,80583389.2979302,10195035.1854392,-22.0172785294078,-20.568848327905,-23.4657087309106,"FirSpr","171-180 years",977835.921120941,0.00133858972928723,976527,7.72,260
"Fir / spruce / mountain hemlock",180,155.998800726633,11.0499006993167,91670406.8711623,12069005.3778031,-22.9452542794196,-21.3199675456295,-24.5705410132097,"FirSpr","181-190 years",872311.667438771,0.00133858972928723,871144,8.23,260
"Fir / spruce / mountain hemlock",190,152.796447212665,8.83258426422019,75321985.2767554,9771087.63392988,-22.4742326091995,-21.1750822891783,-23.7733829292207,"FirSpr","191-200 years",705722.673121966,0.00133858972928723,704778,9.24,260
"Fir / spruce / mountain hemlock",200,205.87923518179,6.24568951670045,507773767.597077,30662528.8106505,-30.2819725542422,-29.3633184784194,-31.200626630065,"FirSpr","200+ years",3537853.73467295,0.00133858972928723,3533118,3.9,260
"Fir / spruce / mountain hemlock",999,NA,NA,NA,NA,NA,NA,NA,"FirSpr","Others",42653.0949948825,0.00133858972928723,42596,35.06,260
"Fir / spruce / mountain hemlock",NA,78.4310527658711,14.8273797434497,5470074.18498967,2234607.99720263,-11.5361172056001,-9.35521583375456,-13.7170185774456,NA,NA,NA,NA,NA,NA,NA
"Hemlock / Sitka spruce",0,47.2482545117654,1.9815477136615,8816559.97339591,1690931.1083985,-6.94956120804398,-6.65810309461629,-7.24101932147166,"HemSit","0-10 years",278369.472688497,0.0042227068835696,277194,13.73,300
"Hemlock / Sitka spruce",10,57.1437970084865,3.72335686332375,11509940.5136294,2281866.12058828,-8.40505790264968,-7.85740388477235,-8.95271192052701,"HemSit","11-20 years",281852.179136991,0.0042227068835696,280662,13.17,300
"Hemlock / Sitka spruce",20,78.6132684537534,8.04959355191943,11048970.8973077,2553938.20862581,-11.56291859941,-10.3789353249589,-12.7469018738612,"HemSit","21-30 years",322730.797560398,0.0042227068835696,321368,12.14,300
"Hemlock / Sitka spruce",30,150.421471304993,13.5802037947088,42911518.8409154,7564459.58327998,-22.1249066794154,-20.1274475464957,-24.1223658123351,"HemSit","31-40 years",332034.082606201,0.0042227068835696,330632,12.4,300
"Hemlock / Sitka spruce",40,221.470711149941,13.5748853217363,63039039.3316318,9915555.73645079,-32.5752618552772,-30.5785849957735,-34.571938714781,"HemSit","41-50 years",417352.356669382,0.0042227068835696,415590,11.06,300
"Hemlock / Sitka spruce",50,219.947797043128,13.1594267914406,47516746.5412903,8242667.49274979,-32.3512623676929,-30.4156936806609,-34.2868310547249,"HemSit","51-60 years",270400.823418372,0.0042227068835696,269259,13.25,300
"Hemlock / Sitka spruce",60,219.460394551606,21.8383843984928,42392114.5289639,8466621.42107559,-32.279572238972,-29.0674495768676,-35.4916949010764,"HemSit","61-70 years",384243.547874577,0.0042227068835696,382621,11.55,300
"Hemlock / Sitka spruce",70,211.457599763532,18.1847950200435,55353592.1319409,9679212.24401361,-31.1024724119025,-28.4277419408317,-33.7772028829732,"HemSit","71-80 years",306017.221025716,0.0042227068835696,304725,12.2,300
"Hemlock / Sitka spruce",80,230.405941758492,21.6402845826914,52388133.8774027,9692940.67315842,-33.8895100251573,-30.7065250911963,-37.0724949591183,"HemSit","81-90 years",206299.140801939,0.0042227068835696,205428,14.36,300
"Hemlock / Sitka spruce",90,222.735981643916,39.5620973873616,21376975.1765318,6690194.91645191,-32.7613655501856,-26.9423311720246,-38.5803999283467,"HemSit","91-100 years",199809.73795587,0.0042227068835696,198966,15.44,300
"Hemlock / Sitka spruce",100,194.759871959703,23.5725791697824,28275600.3617914,6664372.05565655,-28.6464688492932,-25.1792702519128,-32.1136674466736,"HemSit","101-110 years",235834.861493012,0.0042227068835696,234839,14.48,300
"Hemlock / Sitka spruce",110,250.012576804165,35.3487343489179,29627207.1486889,7816114.25415532,-36.7733733919988,-31.5740661260866,-41.972680657911,"HemSit","111-120 years",125531.08095967,0.0042227068835696,125001,20.24,300
"Hemlock / Sitka spruce",120,242.037775996224,30.0562923203793,15644288.2209827,4589043.49183687,-35.6003910901247,-31.1795284503138,-40.0212537299355,"HemSit","121-130 years",138569.136848018,0.0042227068835696,137984,17.55,300
"Hemlock / Sitka spruce",130,226.677274487505,27.7751997585907,18200851.7493918,4613573.25386322,-33.3410749201588,-29.2557292754872,-37.4264205648304,"HemSit","131-140 years",112545.245583237,0.0042227068835696,112070,21.74,300
"Hemlock / Sitka spruce",140,236.617474529359,20.2343059173455,11801234.1361249,4101952.72570492,-34.8031401186491,-31.826955094928,-37.7793251423702,"HemSit","141-150 years",105277.556261511,0.0042227068835696,104833,20.91,300
"Hemlock / Sitka spruce",150,261.185747186629,33.6779212974604,19094778.039317,5236409.38824765,-38.416791382001,-33.4632374817588,-43.3703452822431,"HemSit","151-160 years",97469.5854895855,0.0042227068835696,97058,21.77,300
"Hemlock / Sitka spruce",160,221.110931071086,17.6585141875872,10849332.8304207,3416742.16786892,-32.5223432087521,-29.9250213297144,-35.1196650877898,"HemSit","161-170 years",57909.5349920352,0.0042227068835696,57665,30.14,300
"Hemlock / Sitka spruce",170,319.158671791458,25.7903111114404,18399135.0798107,5810153.5845962,-46.9438024242873,-43.1504062979009,-50.7371985506737,"HemSit","171-180 years",56736.5819551723,0.0042227068835696,56497,26.34,300
"Hemlock / Sitka spruce",180,308.920782338518,64.7709327146098,1058297.74429665,883802.307802961,-45.4379512530725,-35.9110477504216,-54.9648547557234,"HemSit","181-190 years",23280.3059080094,0.0042227068835696,23182,37,300
"Hemlock / Sitka spruce",190,294.75403161299,46.0160358202337,7416887.94292855,4282286.26436578,-43.3542192231064,-36.5859002494472,-50.1225381967655,"HemSit","191-200 years",42994.5533965838,0.0042227068835696,42813,31.48,300
"Hemlock / Sitka spruce",200,363.175867327571,11.8417744485623,276273147.779741,28246958.7784129,-53.4181197878734,-51.6763594373055,-55.1598801384413,"HemSit","200+ years",1010299.19737522,0.0042227068835696,1006033,5.85,300
"Hemlock / Sitka spruce",999,NA,NA,NA,NA,NA,NA,NA,"HemSit","Others",21226.6338528856,0.0042227068835696,21137,52.98,300
"Hemlock / Sitka spruce",NA,22.4650588786789,1.42767922063378,501752.484611199,262380.233074587,-3.30429776365208,-3.0943060034956,-3.51428952380856,NA,NA,NA,NA,NA,NA,NA
"Loblolly / shortleaf pine",0,20.5760262436788,0.277999687650705,224317670.381819,6082988.21417452,-3.02644733178784,-2.98555744357695,-3.06733721999872,"LobSh","0-10 years",10823955,0,10823955,2.12,160
"Loblolly / shortleaf pine",10,57.0989215974162,0.513064459447303,910499744.652841,19332148.1505964,-8.39845735371529,-8.32299270636598,-8.47392200106461,"LobSh","11-20 years",14806203,0,14806203,1.78,160
"Loblolly / shortleaf pine",20,77.9461049944752,0.571781271941275,1353609175.69715,26312506.3370925,-11.4647881320746,-11.3806870581189,-11.5488892060302,"LobSh","21-30 years",14774169,0,14774169,1.76,160
"Loblolly / shortleaf pine",30,90.388815622633,0.849298345887745,1039754159.5438,24672808.1371081,-13.2949378380882,-13.1700178616863,-13.41985781449,"LobSh","31-40 years",9042154,0,9042154,2.28,160
"Loblolly / shortleaf pine",40,93.4662496502158,1.45516218288164,482597833.193362,18584911.3477903,-13.7475855889819,-13.5335514672547,-13.961619710709,"LobSh","41-50 years",3953981,0,3953981,3.42,160
"Loblolly / shortleaf pine",50,94.5872312826299,1.7189914958594,387890901.450696,17421583.9685781,-13.9124663988246,-13.6596266539488,-14.1653061437004,"LobSh","51-60 years",3364003,0,3364003,3.71,160
"Loblolly / shortleaf pine",60,97.2615571565626,1.84922767486243,327492666.89946,15830624.9664026,-14.3058225459077,-14.033826870155,-14.5778182216605,"LobSh","61-70 years",2516938,0,2516938,4.3,160
"Loblolly / shortleaf pine",70,102.293801001763,2.71754798636351,244221622.547993,15353802.111441,-15.0459956375362,-14.6462821187579,-15.4457091563145,"LobSh","71-80 years",1656298,0,1656298,5.2,160
"Loblolly / shortleaf pine",80,110.79596355333,4.34502544653611,171307346.378379,20241208.373685,-16.2965455184454,-15.6574526968536,-16.9356383400372,"LobSh","81-90 years",917131,0,917131,6.97,160
"Loblolly / shortleaf pine",90,100.640044202698,5.77735681992876,49826305.6184951,6097207.8388993,-14.8027510094101,-13.9529821606835,-15.6525198581367,"LobSh","91-100 years",261665,0,261665,12.99,160
"Loblolly / shortleaf pine",100,84.0845979359848,8.07544898129791,10521952.5517133,2341122.31566466,-12.3676750823543,-11.1798888337852,-13.5554613309234,"LobSh","101-110 years",61904,0,61904,25.35,160
"Loblolly / shortleaf pine",110,85.7287077359384,13.231359958952,7139442.92271732,2153600.74241706,-12.6095007710615,-10.6633517153858,-14.5556498267373,"LobSh","111-120 years",55922,0,55922,31.01,160
"Loblolly / shortleaf pine",120,65.160312716661,4.56388018713645,1693043.71176081,725219.62479392,-9.58417588626391,-8.91289257570719,-10.2554591968206,"LobSh","121-130 years",11848,0,11848,52.56,160
"Loblolly / shortleaf pine",130,75.9524372682013,1.67017851138582,4303057.58115255,3508060.64106729,-11.1715473333316,-10.9258872996822,-11.417207366981,"LobSh","131-140 years",14307,0,14307,61.23,160
"Loblolly / shortleaf pine",140,42.5712813276959,0,77423.0747168739,77423.074717077,-6.26164349030103,-3.13082174515052,-9.39246523545155,"LobSh","141-150 years",901,0,901,100.69,160
"Loblolly / shortleaf pine",160,123.10045453142,0,345989.511069471,345989.511069278,-18.1063650360059,-9.05318251800295,-27.1595475540089,"LobSh","161-170 years",2568,0,2568,105.71,160
"Loblolly / shortleaf pine",170,22.2642286265478,5.08425403341937,126090.414208807,115468.862733197,-3.27475842629382,-2.52693535922805,-4.02258149335959,"LobSh","171-180 years",5663,0,5663,102.89,160
"Lodgepole pine",0,58.3931622047524,3.20740288114384,38495052.4810281,4343808.47617294,-8.58882214944292,-8.11705778752738,-9.06058651135845,"LodP","0-10 years",1312334.24350696,0.000762186548057757,1311334,6.66,280
"Lodgepole pine",10,36.5971938588871,1.36914066450337,39390750.6971915,3346950.75187718,-5.38293829884561,-5.1815567462632,-5.58431985142802,"LodP","11-20 years",1797754.22408631,0.000762186548057757,1796384,5.6,280
"Lodgepole pine",20,35.4477218941223,1.34400025035844,27247077.6243953,2513699.84179645,-5.2138669572985,-5.01618321003612,-5.41155070456088,"LodP","21-30 years",1010568.24151958,0.000762186548057757,1009798,7,280
"Lodgepole pine",30,42.0837466739829,1.72456276131265,14503629.7256878,1820499.5284468,-6.1899339223597,-5.93627472180931,-6.44359312291008,"LodP","31-40 years",492626.473271144,0.000762186548057757,492251,9.5,280
"Lodgepole pine",40,50.2068471162883,2.30267409299528,20575544.2718086,2490274.68512574,-7.38472903820537,-7.04603769993671,-7.72342037647402,"LodP","41-50 years",591695.982718568,0.000762186548057757,591245,9.5,280
"Lodgepole pine",50,61.3057460930298,3.65938676307214,16615301.7078466,2642217.97168858,-9.01722273723831,-8.47897783154463,-9.55546764293198,"LodP","51-60 years",432208.423446308,0.000762186548057757,431879,10.66,280
"Lodgepole pine",60,66.451804031428,3.39851453425972,18973304.2918043,2872632.45532435,-9.77413629928605,-9.2742620707813,-10.2740105277908,"LodP","61-70 years",610565.36470769,0.000762186548057757,610100,9.27,280
"Lodgepole pine",70,75.5181637555732,3.6011207539741,40286850.5283276,4647493.21210621,-11.1076717385985,-10.5779969526004,-11.6373465245965,"LodP","71-80 years",956636.13519363,0.000762186548057757,955907,7.56,280
"Lodgepole pine",80,81.6916766502972,3.65043622843011,47703916.4827907,5150126.13204458,-12.0157096370112,-11.4787812304979,-12.5526380435245,"LodP","81-90 years",988789.642164116,0.000762186548057757,988036,7.36,280
"Lodgepole pine",90,91.6777246474755,3.85595847624569,52812334.3899306,5831119.27843666,-13.4845184321715,-12.9173605609813,-14.0516763033617,"LodP","91-100 years",1005607.460479,0.000762186548057757,1004841,7.56,280
"Lodgepole pine",100,87.4407686856945,3.93761715565082,45634065.3158191,5323997.56814854,-12.8613211289812,-12.2821524015899,-13.4404898563725,"LodP","101-110 years",973585.053431115,0.000762186548057757,972843,7.65,280
"Lodgepole pine",110,92.3205450368906,4.12451580267697,49652370.0364509,5800265.76534554,-13.579068372443,-12.9724094530726,-14.1857272918135,"LodP","111-120 years",844686.808923083,0.000762186548057757,844043,8.47,280
"Lodgepole pine",120,89.3015524948711,3.71716549428143,37280430.417536,4836531.06346222,-13.1350165513928,-12.5882731978049,-13.6817599049807,"LodP","121-130 years",741367.060000305,0.000762186548057757,740802,9.03,280
"Lodgepole pine",130,99.8588196856717,4.98204746823812,39987118.6323202,5486708.37047006,-14.6878437466043,-13.955053844,-15.4206336492086,"LodP","131-140 years",530032.98401044,0.000762186548057757,529629,10.82,280
"Lodgepole pine",140,105.333455878045,7.56127699759766,25411716.3265417,4498451.78788368,-15.4930866006276,-14.3809279008243,-16.6052453004308,"LodP","141-150 years",327724.78742444,0.000762186548057757,327475,13.55,280
"Lodgepole pine",150,89.3251281472163,5.98763227207162,12709662.9139635,2766387.1246419,-13.1384842020116,-12.2577867583492,-14.0191816456739,"LodP","151-160 years",316723.402316701,0.000762186548057757,316482,14.13,280
"Lodgepole pine",160,137.925965909837,11.6404285230066,19090395.8498762,4457354.47167679,-20.2869915973365,-18.5748464325166,-21.9991367621563,"LodP","161-170 years",113771.715270929,0.000762186548057757,113685,23.32,280
"Lodgepole pine",170,100.082604045602,10.7873125747092,8713850.08374266,2539562.40112056,-14.7207593140217,-13.1340956418309,-16.3074229862126,"LodP","171-180 years",200311.674864,0.000762186548057757,200159,17.74,280
"Lodgepole pine",180,102.267175569943,9.36238068627732,13879185.978086,3360403.08357614,-15.0420794067667,-13.6650034003697,-16.4191554131637,"LodP","181-190 years",200592.889201786,0.000762186548057757,200440,17.97,280
"Lodgepole pine",190,93.1985405372142,8.73297698208527,9496333.18676037,2509646.77533214,-13.7082093012019,-12.4237098272514,-14.9927087751524,"LodP","191-200 years",115483.019604071,0.000762186548057757,115395,22.89,280
"Lodgepole pine",200,120.404005412866,7.88714986829019,48516539.6813967,6988224.91288941,-17.7097548672832,-16.5496647997644,-18.8698449348019,"LodP","200+ years",660486.413859819,0.000762186548057757,659983,9.69,280
"Lodgepole pine",999,NA,NA,NA,NA,NA,NA,NA,"LodP","Others",10849.2691670154,0.000762186548057757,10841,69.4,280
"Lodgepole pine",NA,52.8970887128604,8.30101078655447,2593527.8607894,1054506.23161546,-7.78042616676592,-6.55946291328894,-9.0013894202429,NA,NA,NA,NA,NA,NA,NA
"Longleaf / slash pine",0,18.3234843031613,0.421062717498685,32984151.2184183,1907372.92279316,-2.69512973601476,-2.63319726553685,-2.75706220649266,"LngSl","0-10 years",2126560,0,2126560,4.82,140
"Longleaf / slash pine",10,49.4735311560588,1.21874838642627,117482541.683944,6412914.481597,-7.27686845789162,-7.09760751807076,-7.45612939771248,"LngSl","11-20 years",2596682,0,2596682,4.32,140
"Longleaf / slash pine",20,65.1496052773978,1.51432555512576,162331451.406706,8594422.91712823,-9.58260097084513,-9.35986473978222,-9.80533720190804,"LngSl","21-30 years",2497223,0,2497223,4.42,140
"Longleaf / slash pine",30,72.3309521890923,2.07435504897638,117032848.973483,7782907.01616851,-10.638877238291,-10.3337684564102,-10.9439860201717,"LngSl","31-40 years",1621016,0,1621016,5.51,140
"Longleaf / slash pine",40,70.2177203167077,2.83665415782182,77178554.4535698,6125265.96822823,-10.328050216305,-9.91081783598658,-10.7452825966235,"LngSl","41-50 years",1096039,0,1096039,6.61,140
"Longleaf / slash pine",50,79.9231363136533,2.77393793155151,87215022.5707968,6874853.50821935,-11.7555819466784,-11.3475742511173,-12.1635896422396,"LngSl","51-60 years",998090,0,998090,6.87,140
"Longleaf / slash pine",60,87.8182113992298,3.05580747762483,84629566.2591293,6716685.19130671,-12.9168377034525,-12.4673709173205,-13.3663044895846,"LngSl","61-70 years",921824,0,921824,7.12,140
"Longleaf / slash pine",70,94.8095831453675,4.35388814893543,63285536.6832597,6194737.36495521,-13.9451712658252,-13.3047748639545,-14.5855676676958,"LngSl","71-80 years",619276,0,619276,8.6,140
"Longleaf / slash pine",80,85.889546779227,4.11912589608982,37445638.8626906,4659039.32300824,-12.6331579577138,-12.0272918186506,-13.2390240967769,"LngSl","81-90 years",370362,0,370362,11.49,140
"Longleaf / slash pine",90,93.4872587378712,8.76601218479724,16139410.8764621,3248737.89218723,-13.7506757336252,-12.4613172407408,-15.0400342265096,"LngSl","91-100 years",133402,0,133402,19.65,140
"Longleaf / slash pine",100,73.7098798410375,16.2321272189633,2298384.50120433,1095455.44823212,-10.841698320629,-8.45417812944705,-13.2292185118109,"LngSl","101-110 years",23994,0,23994,47.94,140
"Longleaf / slash pine",110,139.462463167834,29.2098794764964,1243241.38603053,1029036.30269241,-20.5129889775737,-16.2166218969453,-24.8093560582021,"LngSl","111-120 years",11564,0,11564,61.77,140
"Longleaf / slash pine",120,44.1822857307778,12.0542416269186,418145.489324236,356427.375403039,-6.49859983548958,-4.72558851753788,-8.27161115344127,"LngSl","121-130 years",15643,0,15643,58.18,140
"Maple / beech / birch",0,26.0961585660879,2.35362515384225,19084929.4803183,3867063.16983786,-3.83838203387363,-3.49219650307596,-4.18456756467129,"MapBB","0-10 years",485803.408245688,0.00052368559250407,485549,9.42,800
"Maple / beech / birch",10,37.8853560381324,5.62826784381566,48197478.1736592,11399911.556989,-5.57240904232722,-4.74456910876687,-6.40024897588758,"MapBB","11-20 years",768895.65957906,0.00052368559250407,768493,7.69,800
"Maple / beech / birch",20,38.6464391678793,2.1389914819997,81164652.6251611,10182874.2561256,-5.68435378714882,-5.36973788479967,-5.99896968949798,"MapBB","21-30 years",1396115.12537664,0.00052368559250407,1395384,5.97,800
"Maple / beech / birch",30,48.0848620982007,2.82507170376157,185475453.552128,20471454.0269976,-7.07261455020709,-6.65708578781619,-7.48814331259799,"MapBB","31-40 years",2100552.02883381,0.00052368559250407,2099452,4.95,800
"Maple / beech / birch",40,60.4202048485824,2.44654473086937,328084776.919569,27443185.2064717,-8.88697193444935,-8.52711922600357,-9.24682464289512,"MapBB","41-50 years",3356043.51163486,0.00052368559250407,3354286,3.92,800
"Maple / beech / birch",50,75.6932363195157,1.89274629138866,669089589.068703,43678685.3943984,-11.1334224782086,-10.8550258191315,-11.4118191372858,"MapBB","51-60 years",5395128.35098712,0.00052368559250407,5392303,3.08,800
"Maple / beech / birch",60,87.5759243274034,1.68488221019811,1088326241.00266,59178320.8883405,-12.8812006444125,-12.6333779011363,-13.1290233876886,"MapBB","61-70 years",7556331.14175112,0.00052368559250407,7552374,2.61,800
"Maple / beech / birch",70,97.0067007260167,1.59792904579541,1523861521.0547,73682967.985417,-14.2683367089886,-14.0333035670319,-14.5033698509452,"MapBB","71-80 years",8603496.52717644,0.00052368559250407,8598991,2.4,800
"Maple / beech / birch",80,105.899283932776,1.62433784089736,1621813376.6364,76679119.7947678,-15.5763120391166,-15.3373945306391,-15.815229547594,"MapBB","81-90 years",7998167.52509933,0.00052368559250407,7993979,2.52,800
"Maple / beech / birch",90,108.578570047959,1.84051490235982,1116991643.37036,61929088.0312059,-15.9703977687109,-15.6996836206341,-16.2411119167876,"MapBB","91-100 years",4957114.96969001,0.00052368559250407,4954519,3.23,800
"Maple / beech / birch",100,116.768695024957,3.70409236658959,632631934.624116,52358403.1158396,-17.1750512615717,-16.6302307832734,-17.7198717398701,"MapBB","101-110 years",2478183.78914595,0.00052368559250407,2476886,4.67,800
"Maple / beech / birch",110,123.163612469385,4.53543066257441,377283914.318838,41164997.9058437,-18.1156546904111,-17.4485559093005,-18.7827534715216,"MapBB","111-120 years",1161174.0901414,0.00052368559250407,1160566,6.85,800
"Maple / beech / birch",120,122.525413634355,7.42641132936802,84457093.2380226,16169104.5961594,-18.0217845165227,-16.9294626810842,-19.1141063519611,"MapBB","121-130 years",367377.390246284,0.00052368559250407,367185,12.57,800
"Maple / beech / birch",130,132.647595703129,8.36655895674778,59351101.5571563,15265274.1029982,-19.5106167405447,-18.2800122627401,-20.7412212183492,"MapBB","131-140 years",255997.061973079,0.00052368559250407,255863,14.96,800
"Maple / beech / birch",140,116.371518516455,7.17371314587651,32693111.5998075,10850186.7868511,-17.1166321202774,-16.0614786736289,-18.171785566926,"MapBB","141-150 years",114418.919539673,0.00052368559250407,114359,23.22,800
"Maple / beech / birch",150,117.30842420069,5.61738764658325,4642130.64291256,1843610.97686394,-17.2544379178892,-16.4281983100425,-18.0806775257358,"MapBB","151-160 years",36503.1161560124,0.00052368559250407,36484,39.14,800
"Maple / beech / birch",160,149.407698154487,17.1101804880722,4066292.45750244,1618328.80414515,-21.9757947464284,-19.4591251295026,-24.4924643633542,"MapBB","161-170 years",18051.4532860096,0.00052368559250407,18042,53.54,800
"Maple / beech / birch",200,150.718723356915,12.4692808222297,3009908.52609266,1564581.53366426,-22.1686283226887,-20.3345705106103,-24.0026861347672,"MapBB","200+ years",18963.931137514,0.00052368559250407,18954,53.02,800
"Maple / beech / birch",999,NA,NA,NA,NA,NA,NA,NA,"MapBB","Others",24661.915089616,0.00052368559250407,24649,44.45,800
"Maple / beech / birch",NA,104.282788106437,33.7080466879181,2093566.99076513,1089499.63638505,-15.3385479819302,-10.3805630556731,-20.2965329081873,NA,NA,NA,NA,NA,NA,NA
"Nonstocked",0,16.5837633091821,0.410447129724549,316860121.752391,9894037.33296045,-2.43924097022836,-2.37886990509247,-2.49961203536424,"Nons","0-10 years",21319495,0,21319495,1.56,999
"Oak / gum / cypress",0,17.9629775654857,0.909891040942334,26391559.1500073,2145100.55698303,-2.64210420808198,-2.50827188883503,-2.77593652732892,"OkGC","0-10 years",1763666,0,1763666,5.32,600
"Oak / gum / cypress",10,25.9636443466421,1.00747973833578,57217131.4406019,3594252.37701411,-3.81889103492582,-3.6707047753533,-3.96707729449833,"OkGC","11-20 years",2061381,0,2061381,4.94,600
"Oak / gum / cypress",20,48.4754286759443,1.34323077633521,104947598.333559,6077914.73117734,-7.13006146260402,-6.93249089427021,-7.32763203093783,"OkGC","21-30 years",2177746,0,2177746,4.76,600
"Oak / gum / cypress",30,60.0183644249329,1.91958355111412,148544321.595122,8405185.36385473,-8.8278667960929,-8.545522749307,-9.1102108428788,"OkGC","31-40 years",2237127,0,2237127,4.62,600
"Oak / gum / cypress",40,68.969702336465,1.90991261228955,205995377.270808,11808973.2653156,-10.1444841262545,-9.86356254008636,-10.4254057124227,"OkGC","41-50 years",2721574,0,2721574,4.27,600
"Oak / gum / cypress",50,80.8837401242606,2.23801497205817,292217407.528144,13670825.6055094,-11.8968734091351,-11.5676925284115,-12.2260542898588,"OkGC","51-60 years",3522034,0,3522034,3.75,600
"Oak / gum / cypress",60,96.3821923205991,2.14034448563277,411935288.290414,20580743.8448639,-14.1764802069181,-13.8616652965493,-14.4912951172869,"OkGC","61-70 years",4013181,0,4013181,3.54,600
"Oak / gum / cypress",70,109.805417673775,2.51423462183047,433079311.283017,20190732.8281949,-16.1508499940186,-15.7810410439029,-16.5206589441342,"OkGC","71-80 years",3316684,0,3316684,3.95,600
"Oak / gum / cypress",80,117.369270076731,3.46008231982843,299541395.718167,20937238.0237335,-17.2633875001367,-16.7544575065317,-17.7723174937416,"OkGC","81-90 years",2044822,0,2044822,5.09,600
"Oak / gum / cypress",90,118.020629964607,5.13226806196008,153269553.658839,13081798.9450084,-17.3591934818821,-16.6043082188974,-18.1140787448668,"OkGC","91-100 years",901530,0,901530,7.72,600
"Oak / gum / cypress",100,126.466148907836,5.67239325769155,85620719.8745423,15047006.7299834,-18.6014118756865,-17.7670817073496,-19.4357420440233,"OkGC","101-110 years",341988,0,341988,12.45,600
"Oak / gum / cypress",110,154.766535703002,12.7856057350914,35081791.6342451,7592722.27233681,-22.7640052302272,-20.883420422257,-24.6445900381975,"OkGC","111-120 years",215322,0,215322,16.07,600
"Oak / gum / cypress",120,143.868911704502,10.1533479229021,32186036.3669264,7066347.27245732,-21.1611162815791,-19.6676999938048,-22.6545325693533,"OkGC","121-130 years",144922,0,144922,19.74,600
"Oak / gum / cypress",130,136.885512889676,12.7958045593497,9118281.90302877,2869236.82162693,-20.1339554265314,-18.2518705133369,-22.0160403397259,"OkGC","131-140 years",51371,0,51371,31.01,600
"Oak / gum / cypress",140,103.361105728643,43.1336908184167,1143333.81775256,1009358.26260123,-15.2029813210018,-8.85861521543939,-21.5473474265642,"OkGC","141-150 years",6372,0,6372,98.24,600
"Oak / gum / cypress",150,123.186650808934,11.8670705048637,3516775.92410879,2027140.63038209,-18.1190433097893,-16.3735622611045,-19.8645243584742,"OkGC","151-160 years",4167,0,4167,104.67,600
"Oak / gum / cypress",170,209.926998593324,0,1227857.47144263,1227857.47143772,-30.8773422641884,-15.4386711320942,-46.3160133962827,"OkGC","171-180 years",5837,0,5837,101.69,600
"Oak / gum / cypress",180,NA,NA,NA,NA,NA,NA,NA,"OkGC","181-190 years",7445,0,7445,95.03,600
"Oak / hickory",0,19.4689047900368,0.439069813767329,159262900.595327,6614772.83108497,-2.8636051615039,-2.79902409757019,-2.92818622543761,"OkH","0-10 years",8299973.51056159,0.000129941446224973,8298895,2.41,500
"Oak / hickory",10,26.7302963354633,0.594449351713651,215105728.446945,8363625.97792449,-3.93165488147712,-3.84421964820755,-4.01909011474669,"OkH","11-20 years",7797652.23820899,0.000129941446224973,7796639,2.49,500
"Oak / hickory",20,40.8761322049094,0.877309798106724,358486731.72327,14452395.7694272,-6.01231062695402,-5.88327055545591,-6.14135069845214,"OkH","21-30 years",8123578.58955045,0.000129941446224973,8122523,2.45,500
