"ForestTypeGroup","AgeGroup","carbon","carbon_se","total","total_se","rfCarbon","rfCarbonUpper","rfCarbonLower","ShortName","Age","Area","Prop","originalArea","AreaSE","ForestTypeGroupCode"
"Alder / maple",100,125.701509306816,22.382389485458,2316271.93601674,1577094.06455216,-18.4889440233966,-15.196805777893,-21.7810822689002,"AlMap","101-110 years",29096.8957195768,0.00680126572552591,28899,40.85,910
"Alder / maple",110,142.344863914565,15.3325889691152,2017536.99795283,1215045.46876511,-20.9369500449721,-18.6817394214323,-23.1921606685119,"AlMap","111-120 years",13412.2200726836,0.00680126572552591,13321,54.53,910
"Alder / maple",120,123.764904790824,38.1365658525065,901245.412196667,513817.234569728,-18.2040964293694,-12.5947379166524,-23.8134549420865,"AlMap","121-130 years",19109.9719975628,0.00680126572552591,18980,44.02,910
"Alder / maple",130,113.862851604229,7.94259574015228,427937.673704269,312336.220470696,-16.7476421028204,-15.5793967185768,-17.915887487064,"AlMap","131-140 years",7391.26999125966,0.00680126572552591,7341,70.08,910
"Alder / maple",140,19.3920726238731,0,1731.25671428053,1731.25671428087,-2.85230421828348,-1.42615210914174,-4.27845632742522,"AlMap","141-150 years",19328.4579787783,0.00680126572552591,19197,53.36,910
"Alder / maple",150,147.839349413974,3.24767146120182,411798.656232091,291234.268294794,-21.7451124560373,-21.2674251459671,-22.2227997661076,"AlMap","151-160 years",3130.2899336366,0.00680126572552591,3109,74.56,910
"Alder / maple",160,192.911575439454,2.73305357337876,1796946.97002837,1538920.92324286,-28.3746101334355,-27.9726159584268,-28.7766043084442,NA,NA,NA,NA,NA,NA,NA
"Alder / maple",170,233.316656007022,0,475563.894130718,475563.894129217,-34.3176356149449,-17.1588178074724,-51.4764534224173,"AlMap","171-180 years",10303.0739436807,0.00680126572552591,10233,53.65,910
"Alder / maple",180,109.497062877613,16.0407717899183,685102.24480389,490068.724764759,-16.1054952914615,-13.746120822918,-18.4648697600049,NA,NA,NA,NA,NA,NA,NA
"Alder / maple",200,120.190674929016,16.5303019365065,1204314.88053545,570883.838854912,-17.6783769196663,-15.2469993739287,-20.1097544654039,"AlMap","200+ years",18543.11666381,0.00680126572552591,18417,33.93,910
"Alder / maple",999,NA,NA,NA,NA,NA,NA,NA,"AlMap","Others",19429.1427627486,0.00680126572552591,19297,37.37,910
"Alder / maple",NA,34.1534736482723,5.36705231524382,290675.548196802,179589.839289487,-5.02350103805172,-4.23408227630099,-5.81291979980245,NA,NA,NA,NA,NA,NA,NA
"Aspen / birch",0,26.6828283886351,0.970177452926379,97296443.6709528,8335461.77520532,-3.92467300658435,-3.78197339447282,-4.06737261869589,"AsBir","0-10 years",2586893.50953734,0.00123488250504592,2583699,4.12,900
"Aspen / birch",10,26.2035032215592,0.801036441790594,109471690.959183,7945911.80421588,-3.85417093996684,-3.73634961853133,-3.97199226140235,"AsBir","11-20 years",3354942.96036718,0.00123488250504592,3350800,3.48,900
"Aspen / birch",20,33.333065505871,1.03743922194863,160663788.705462,13091666.8380331,-4.90283040883777,-4.75023752584011,-5.05542329183543,"AsBir","21-30 years",2650891.53958501,0.00123488250504592,2647618,3.82,900
"Aspen / birch",30,42.69395936321,1.18194403170431,198956073.633001,16121765.7617443,-6.27968772337372,-6.1058401923339,-6.45353525441354,"AsBir","31-40 years",2261740.98437255,0.00123488250504592,2258948,4.03,900
"Aspen / birch",40,52.0168222667539,1.91989962763155,173614005.301988,15077855.8885772,-7.65095121346196,-7.36856067621568,-7.93334175070824,"AsBir","41-50 years",2111044.892405,0.00123488250504592,2108438,4.24,900
"Aspen / birch",50,60.9947409319871,2.45207618493605,207405120.240145,21695157.3093749,-8.97147820286306,-8.61081189444406,-9.33214451128206,"AsBir","51-60 years",2152724.36165239,0.00123488250504592,2150066,4.31,900
"Aspen / birch",60,62.0789483324863,2.31748105214509,193266639.097298,18579313.9498542,-9.13095003457077,-8.79008079851563,-9.47181927062592,"AsBir","61-70 years",2078222.3604345,0.00123488250504592,2075656,4.46,900
"Aspen / birch",70,66.8860565451352,2.04558732256835,205049877.929453,19796358.4578557,-9.83800880536993,-9.53713135600198,-10.1388862547379,"AsBir","71-80 years",2022336.34777519,0.00123488250504592,2019839,4.7,900
"Aspen / birch",80,77.19093238446,3.27444414108861,177847914.67203,20291760.7362169,-11.3537127425143,-10.8720875435315,-11.835337941497,"AsBir","81-90 years",1565387.06910526,0.00123488250504592,1563454,5.62,900
"Aspen / birch",90,77.3671360182523,2.56473833916452,109501380.493055,15197922.8955629,-11.3796298467708,-11.0023925021361,-11.7568671914054,"AsBir","91-100 years",1061500.82880258,0.00123488250504592,1060190,6.99,900
"Aspen / birch",100,93.705890366485,5.06148281894629,52211797.2675901,6173886.51187963,-13.7828334059195,-13.0383596678479,-14.527307143991,"AsBir","101-110 years",773637.351230284,0.00123488250504592,772682,8.53,900
"Aspen / birch",110,76.4515932661316,5.16534993015955,35411666.7762248,5958869.9984139,-11.2449662394018,-10.4852150936389,-12.0047173851646,"AsBir","111-120 years",509178.775962377,0.00123488250504592,508550,10.6,900
"Aspen / birch",120,100.690537399738,8.5908713104453,20133482.447515,4056725.51962176,-14.8101778565401,-13.5465801507772,-16.073775562303,"AsBir","121-130 years",256879.215649315,0.00123488250504592,256562,15.1,900
"Aspen / birch",130,73.8557098969895,12.8006796966623,13608661.9950922,4373781.169942,-10.8631478939578,-8.9803459158579,-12.7459498720577,"AsBir","131-140 years",177315.964382281,0.00123488250504592,177097,18.47,900
"Aspen / birch",140,88.6108014545532,13.7901948956404,5314401.84611278,1919903.32421081,-13.0334166788935,-11.0050707751471,-15.06176258264,"AsBir","141-150 years",65898.3767525627,0.00123488250504592,65817,28.5,900
"Aspen / birch",150,70.0372422918977,15.5181300254371,891722.579123132,669340.069752135,-10.3015044085692,-8.01900327576423,-12.5840055413741,"AsBir","151-160 years",25015.8916869924,0.00123488250504592,24985,47.49,900
"Aspen / birch",160,50.7557731969224,0.927307468516095,206186.581598035,145844.064134766,-7.46546843134228,-7.32907439779075,-7.60186246489381,"AsBir","161-170 years",10596.0849198896,0.00123488250504592,10583,71.1,900
"Aspen / birch",170,NA,NA,NA,NA,NA,NA,NA,"AsBir","171-180 years",13859.1143778807,0.00123488250504592,13842,68.24,900
"Aspen / birch",200,NA,NA,NA,NA,NA,NA,NA,"AsBir","200+ years",8398.37100142054,0.00123488250504592,8388,76.44,900
"Aspen / birch",999,NA,NA,NA,NA,NA,NA,NA,"AsBir","Others",29286.1649727648,0.00123488250504592,29250,43.1,900
"Aspen / birch",NA,50.2693240604336,14.7590728032042,1578460.64969567,984365.402889287,-7.3939185278895,-5.22306415708298,-9.56477289869602,NA,NA,NA,NA,NA,NA,NA
"California mixed conifer",0,48.5697907400569,4.58412035290263,2723483.88469379,931613.065834204,-7.14394081004329,-6.46968045256058,-7.818201167526,"CalMxCon","0-10 years",134116.965783175,0.000387466141001738,134065,20.12,370
"California mixed conifer",10,64.309359197214,11.7820848792719,5262562.56901718,1810985.54646796,-9.45901245684823,-7.72603161188431,-11.1919933018121,"CalMxCon","11-20 years",132775.445989677,0.000387466141001738,132724,19.95,370
"California mixed conifer",20,53.0940832645227,7.75534469861277,4348511.70176151,1378254.33731949,-7.80940132592418,-6.66869796599227,-8.95010468585609,"CalMxCon","21-30 years",146168.635397093,0.000387466141001738,146112,19.37,370
"California mixed conifer",30,63.1612098445548,7.905995815901,3434504.80118501,1251609.51737393,-9.29013565314971,-8.12727360880769,-10.4529976974917,"CalMxCon","31-40 years",100999.133744597,0.000387466141001738,100960,23.57,370
"California mixed conifer",40,96.5550332884427,8.74695374762328,13324924.1055616,3207542.82375701,-14.2019027097745,-12.9153474479732,-15.4884579715758,"CalMxCon","41-50 years",254448.590213333,0.000387466141001738,254350,15.19,370
"California mixed conifer",50,97.2403220355709,9.86120927306598,16820435.1738533,3792126.62545341,-14.3026991549038,-12.8522524000626,-15.753145909745,"CalMxCon","51-60 years",322727.045803034,0.000387466141001738,322602,13.44,370
"California mixed conifer",60,120.204129841605,8.29260725204553,33414356.3543368,5940382.13806723,-17.6803559502052,-16.4606287397955,-18.9000831606148,"CalMxCon","61-70 years",459071.874807774,0.000387466141001738,458894,10.97,370
"California mixed conifer",70,106.153347853883,6.3835971990017,36250700.7823117,5589337.98305817,-15.6136813089178,-14.6747429307622,-16.5526196870734,"CalMxCon","71-80 years",806217.381937788,0.000387466141001738,805905,8.36,370
"California mixed conifer",80,149.70178941302,8.13266345802356,67723037.9106559,9318213.959336,-22.0190514809479,-20.8228497784727,-23.2152531834232,"CalMxCon","81-90 years",870227.183568612,0.000387466141001738,869890,8.04,370
"California mixed conifer",90,152.869885445141,10.8146587487582,69303212.5049308,9989486.39981412,-22.4850343519702,-20.8943484378506,-24.0757202660898,"CalMxCon","91-100 years",648413.23817517,0.000387466141001738,648162,9.34,370
"California mixed conifer",100,154.859718294551,9.91865664110266,61547720.9845462,9281353.46769207,-22.7777110936541,-21.3188146298334,-24.2366075574748,"CalMxCon","101-110 years",764891.369507228,0.000387466141001738,764595,8.69,370
"California mixed conifer",110,178.471250517469,10.3364119083652,84443039.4202164,11203177.6968797,-26.2506391434725,-24.7302966891105,-27.7709815978345,"CalMxCon","111-120 years",399672.859700611,0.000387466141001738,399518,11.97,370
"California mixed conifer",120,164.407549136505,14.2240986420658,39635945.4352141,7087175.66736563,-24.1820642390954,-22.0898971280823,-26.2742313501085,"CalMxCon","121-130 years",419451.523263056,0.000387466141001738,419289,11.88,370
"California mixed conifer",130,232.231757563269,17.4242228096915,62138833.6648258,10929615.298159,-34.1580621403841,-31.5952012649968,-36.7209230157715,"CalMxCon","131-140 years",327314.82341152,0.000387466141001738,327188,13.26,370
"California mixed conifer",140,225.321130117828,20.0521945060593,40667391.96451,8431810.83554456,-33.1416049418198,-30.1922059742715,-36.0910039093682,"CalMxCon","141-150 years",209355.118019678,0.000387466141001738,209274,16.77,370
"California mixed conifer",150,246.81253623054,29.445492882416,22316159.7366688,6845551.9186791,-36.3026919231396,-31.9716693869226,-40.6337144593566,"CalMxCon","151-160 years",324579.763668476,0.000387466141001738,324454,13.49,370
"California mixed conifer",160,178.433621123979,15.0758698527134,52878729.0071166,9131672.22318427,-26.2451043829616,-24.027653571528,-28.4625551943953,"CalMxCon","161-170 years",117675.595308804,0.000387466141001738,117630,22.53,370
"California mixed conifer",170,191.848772170655,31.2688999214468,14505043.5399257,4715684.75919809,-28.2182865518567,-23.6190661963579,-32.8175069073554,"CalMxCon","171-180 years",138841.796495098,0.000387466141001738,138788,21.11,370
"California mixed conifer",180,184.069225815718,28.2228003435986,21701640.847471,6441021.3730322,-27.0740234648258,-22.9228419983993,-31.2252049312523,"CalMxCon","181-190 years",125751.72453543,0.000387466141001738,125703,21.38,370
"California mixed conifer",190,150.117523198192,19.3212317202387,10979252.4017943,3415347.59886116,-22.0802001395843,-19.2383156331172,-24.9220846460514,"CalMxCon","191-200 years",137736.368179054,0.000387466141001738,137683,21.28,370
"California mixed conifer",200,229.117388779891,11.5687928027606,169986766.512062,18520881.2262193,-33.6999818005248,-31.9983732539923,-35.4015903470574,"CalMxCon","200+ years",1062189.56249079,0.000387466141001738,1061778,7.3,370
"California mixed conifer",999,NA,NA,NA,NA,NA,NA,NA,"CalMxCon","Others",3063.18688120003,0.000387466141001738,3062,84,370
"California mixed conifer",NA,73.7389127191218,21.7483496896214,2856689.83548444,1530762.38359043,-10.8459686532662,-7.64708884482093,-14.0448484617114,NA,NA,NA,NA,NA,NA,NA
"Douglas-fir",0,48.6893609569791,2.46743642198592,52640379.4032331,4827749.25470407,-7.1615279262182,-6.79860234052744,-7.52445351190895,"DF","0-10 years",1955736.9962366,0.00112591633784864,1953535,5.1,200
"Douglas-fir",10,51.5269980135786,1.64002973262919,90420545.6794548,6267573.19634844,-7.57890487727871,-7.33767930973779,-7.82013044481964,"DF","11-20 years",2823039.50630254,0.00112591633784864,2819861,4.28,200
"Douglas-fir",20,96.2728173277632,3.11996033772505,168744709.677307,11605527.7767984,-14.1603926664322,-13.7014898866843,-14.6192954461802,"DF","21-30 years",2791153.60544582,0.00112591633784864,2788011,4.13,200
"Douglas-fir",30,134.117672455563,4.19342823266936,229946450.522217,15271964.5621899,-19.7268445880521,-19.1100496085208,-20.3436395675834,"DF","31-40 years",2689952.66164979,0.00112591633784864,2686924,4.13,200
"Douglas-fir",40,157.618472025257,5.41052035133737,229574121.794565,16845655.1224762,-23.1834854044212,-22.3876730990243,-23.9792977098181,"DF","41-50 years",2121825.99855785,0.00112591633784864,2119437,4.79,200
"Douglas-fir",50,148.863011671036,6.3331177236353,182232151.130192,14278201.0790711,-21.8956789390816,-20.9641653897886,-22.8271924883746,"DF","51-60 years",1764942.1772327,0.00112591633784864,1762955,5.25,200
"Douglas-fir",60,145.982819017807,7.78171353900324,176359820.550514,15551166.9164866,-21.4720426515318,-20.3274608018615,-22.616624501202,"DF","61-70 years",1900112.36755838,0.00112591633784864,1897973,5.24,200
"Douglas-fir",70,154.723392131224,6.91063096710438,228766902.983522,17601133.7015022,-22.7576594107699,-21.7412016942179,-23.7741171273219,"DF","71-80 years",2401426.80567466,0.00112591633784864,2398723,4.58,200
"Douglas-fir",80,136.518033284817,6.75232619351624,252726809.311128,18658553.131331,-20.0799042868001,-19.0867310010688,-21.0730775725314,"DF","81-90 years",2947936.12945108,0.00112591633784864,2944617,4.17,200
"Douglas-fir",90,128.150590285739,5.60119144358864,251862701.800746,17270775.6030853,-18.8491697786622,-18.0253124070529,-19.6730271502715,"DF","91-100 years",2997173.5666861,0.00112591633784864,2993799,4.17,200
"Douglas-fir",100,134.840128650453,5.69085375122028,239587743.745427,16404724.7234353,-19.8331078478995,-18.9960623976748,-20.6701532981242,"DF","101-110 years",2652586.59057989,0.00112591633784864,2649600,4.4,200
"Douglas-fir",110,137.513384940758,6.47090556069921,225404145.699342,16611127.7699019,-20.2263066741045,-19.2745264500467,-21.1780868981624,"DF","111-120 years",1977052.99626929,0.00112591633784864,1974827,5.21,200
"Douglas-fir",120,148.140612252208,8.34895401363692,157613128.354086,13718521.4976367,-21.7894240302034,-20.5614089947175,-23.0174390656894,"DF","121-130 years",1630740.07689536,0.00112591633784864,1628904,5.66,200
"Douglas-fir",130,157.703513240586,9.48893685103619,161312347.434691,14890620.5188019,-23.1959937846194,-21.8003031262667,-24.5916844429721,"DF","131-140 years",1345763.21679266,0.00112591633784864,1344248,6.27,200
"Douglas-fir",140,165.299113058499,11.7350232961305,109960445.802434,12092887.7506009,-24.3132008940005,-22.5871421534819,-26.0392596345192,"DF","141-150 years",1003440.79037995,0.00112591633784864,1002311,7.19,200
"Douglas-fir",150,175.648624096322,14.247766506887,85785338.1025281,10240554.412362,-25.8354700481503,-23.7398217233455,-27.9311183729551,"DF","151-160 years",926580.251843879,0.00112591633784864,925537,7.27,200
"Douglas-fir",160,182.770870980353,12.4001551037982,121679795.143968,12781504.6399643,-26.8830535233673,-25.0591631432132,-28.7069439035215,"DF","161-170 years",746757.786792565,0.00112591633784864,745917,8.38,200
"Douglas-fir",170,207.384433444728,17.2951651896318,77744234.5106972,10175990.1291189,-30.5033662875477,-27.9594879934057,-33.0472445816897,"DF","171-180 years",502961.292336347,0.00112591633784864,502395,10.05,200
"Douglas-fir",180,196.042030405699,22.3410337571935,64211584.0824769,10497212.2169769,-28.8350565271013,-25.5490011341358,-32.1211119200668,"DF","181-190 years",500202.185813235,0.00112591633784864,499639,10.39,200
"Douglas-fir",190,158.486994526763,16.5695559172038,50888951.054132,7657640.94909005,-23.3112329867848,-20.8740817263496,-25.7483842472201,"DF","191-200 years",464393.868643903,0.00112591633784864,463871,10.45,200
"Douglas-fir",200,268.316261007249,9.62645047066039,518195299.034304,31158095.5284341,-39.4655908086309,-38.0496738090854,-40.8815078081763,"DF","200+ years",2805829.12885739,0.00112591633784864,2802670,3.96,200
"Douglas-fir",999,NA,NA,NA,NA,NA,NA,NA,"DF","Others",43903.4315909158,0.00112591633784864,43854,33.01,200
"Douglas-fir",NA,27.7965672676004,2.30018269793643,2846895.55750582,663608.553056133,-4.08848850811193,-3.75016361941128,-4.42681339681258,NA,NA,NA,NA,NA,NA,NA
"Elm / ash / cottonwood",0,18.3894539030184,1.28900281832383,19540983.4910664,2492450.19502631,-2.7048329467855,-2.5152385569853,-2.8944273365857,"EAC","0-10 years",1471414.44814977,0.00236673505153753,1467932,5.69,700
"Elm / ash / cottonwood",10,28.5268837103191,3.69344723265516,62049892.4740204,10493603.4090044,-4.1959079011109,-3.65265317398387,-4.73916262823793,"EAC","11-20 years",2064996.29912243,0.00236673505153753,2060109,4.85,700
"Elm / ash / cottonwood",20,31.4913017011742,1.61116761454783,84933853.1973875,8516986.69242248,-4.63193256459438,-4.3949522132688,-4.86891291591995,"EAC","21-30 years",2252188.33307054,0.00236673505153753,2246858,4.62,700
"Elm / ash / cottonwood",30,41.1585794396758,2.15488050904957,135267499.764692,12816092.1790627,-6.05385468749837,-5.73690173022179,-6.37080764477496,"EAC","31-40 years",2905875.43725275,0.00236673505153753,2898998,4,700
"Elm / ash / cottonwood",40,48.7306879004403,2.57747923245954,199503254.775734,17983051.762029,-7.167606544912,-6.78849519204754,-7.54671789777646,"EAC","41-50 years",3623787.54500208,0.00236673505153753,3615211,3.61,700
"Elm / ash / cottonwood",50,57.7483989461608,1.76454573702808,341370211.622128,22047459.772035,-8.49398644013297,-8.23444629985506,-8.75352658041087,"EAC","51-60 years",4486331.95910044,0.00236673505153753,4475714,3.25,700
"Elm / ash / cottonwood",60,69.5272322100402,2.56084468168388,447515582.745718,33239207.7425099,-10.2264890176894,-9.8498243759252,-10.6031536594535,"EAC","61-70 years",4254879.17167566,0.00236673505153753,4244809,3.34,700
"Elm / ash / cottonwood",70,77.6233256083749,3.84298672744457,327339062.006879,28632331.2499539,-11.4173117729248,-10.8520618655991,-11.9825616802506,"EAC","71-80 years",2872898.3893175,0.00236673505153753,2866099,4.08,700
"Elm / ash / cottonwood",80,73.8368060270622,3.39062043293524,210784302.587411,19529240.3675423,-10.8603673975673,-10.3616542815926,-11.359080513542,"EAC","81-90 years",1652015.88389812,0.00236673505153753,1648106,5.3,700
"Elm / ash / cottonwood",90,78.9054262783581,5.12277565396544,158432186.039978,21945525.8110104,-11.6058909526849,-10.8524018909155,-12.3593800144543,"EAC","91-100 years",829181.452808447,0.00236673505153753,827219,7.2,700
"Elm / ash / cottonwood",100,78.9733022987011,6.98147118800846,44610448.7812514,8459552.89208094,-11.6158745713986,-10.5889972434503,-12.6427518993468,"EAC","101-110 years",389105.910597371,0.00236673505153753,388185,10.37,700
"Elm / ash / cottonwood",110,70.685321844907,5.5551189530652,33703459.3958967,7625790.52235505,-10.3968278986718,-9.57974714973794,-11.2139086476057,"EAC","111-120 years",261132.030329259,0.00236673505153753,260514,12.4,700
"Elm / ash / cottonwood",120,74.2939439204753,5.97136275491542,25754452.754951,7983985.66627978,-10.9276060247636,-10.0493016008322,-11.8059104486949,"EAC","121-130 years",90970.3026038214,0.00236673505153753,90755,19.68,700
"Elm / ash / cottonwood",130,54.6530230315924,9.00587815770941,3390784.08856344,1185575.93589292,-8.0386996871622,-6.71406024522042,-9.36333912910397,"EAC","131-140 years",53428.4509877019,0.00236673505153753,53302,25.61,700
"Elm / ash / cottonwood",140,72.4660909260689,10.0724376247902,2929135.1718872,910757.133312729,-10.6587542672712,-9.17723875921675,-12.1402697753257,"EAC","141-150 years",34795.3513777363,0.00236673505153753,34713,34.67,700
"Elm / ash / cottonwood",150,67.1134853937134,4.46426190022107,5252237.26491123,3651693.7626067,-9.8714604263875,-9.21482958055171,-10.5280912722233,"EAC","151-160 years",36608.642958479,0.00236673505153753,36522,35.46,700
"Elm / ash / cottonwood",160,87.8387209424409,25.0917318989478,2198866.83096114,1207994.4905794,-12.9198543720547,-9.22920953343651,-16.610499210673,"EAC","161-170 years",23844.4334564454,0.00236673505153753,23788,46.29,700
"Elm / ash / cottonwood",170,37.3894977915647,1.27945818815056,208868.603566279,148431.730370622,-5.49947518962421,-5.3112846821956,-5.68766569705282,"EAC","171-180 years",5576.19738179779,0.00236673505153753,5563,71.27,700
"Elm / ash / cottonwood",180,NA,NA,NA,NA,NA,NA,NA,"EAC","181-190 years",659.561006151887,0.00236673505153753,658,107.01,700
"Elm / ash / cottonwood",190,67.2190812487471,19.3947700552097,159415.424896566,113311.537338134,-9.88699210825502,-7.0342911353322,-12.7396930811778,"EAC","191-200 years",11000.0341664298,0.00236673505153753,10974,63.91,700
"Elm / ash / cottonwood",200,NA,NA,NA,NA,NA,NA,NA,"EAC","200+ years",2605.16573706498,0.00236673505153753,2599,100,700
"Elm / ash / cottonwood",999,NA,NA,NA,NA,NA,NA,NA,"EAC","Others",64820.4127428937,0.00236673505153753,64667,27.03,700
"Elm / ash / cottonwood",NA,74.3015017485116,14.6881068743821,4511278.33471866,1822291.23435942,-10.9287176761691,-8.76830140664552,-13.0891339456927,NA,NA,NA,NA,NA,NA,NA
"Exotic hardwoods",0,16.8108294798464,0.986341325355067,3602803.66951462,579926.151806779,-2.47263924636816,-2.32756215339595,-2.61771633934037,"ExHd","0-10 years",319390.006938987,0.00320613330642808,318366,12.73,990
"Exotic hardwoods",10,22.6833050828277,1.79282870172368,7587202.59837221,1159325.67955113,-3.33639874536724,-3.07269857428337,-3.60009891645111,"ExHd","11-20 years",326014.24512968,0.00320613330642808,324969,12.36,990
"Exotic hardwoods",20,32.7135869201374,2.7063876962886,7990756.96043793,1467895.98108618,-4.8117137232985,-4.41364172799608,-5.20978571860091,"ExHd","21-30 years",277596.009812792,0.00320613330642808,276706,13.59,990
"Exotic hardwoods",30,36.9227024395432,4.14034862375769,8939682.86896166,2292645.46752697,-5.43081608456254,-4.82182837738111,-6.03980379174397,"ExHd","31-40 years",157410.679622726,0.00320613330642808,156906,17.37,990
"Exotic hardwoods",40,40.1085470452121,4.66500377304181,9503415.81320249,3856542.42117895,-5.89940952394345,-5.21325234011696,-6.58556670776994,"ExHd","41-50 years",166288.141950371,0.00320613330642808,165755,16.91,990
"Exotic hardwoods",50,52.0678024004611,11.9260441817973,12500603.2058806,5959353.27699448,-7.65844968220442,-5.90429442572614,-9.41260493868271,"ExHd","51-60 years",121588.829997545,0.00320613330642808,121199,19.8,990
"Exotic hardwoods",60,49.5913840417224,8.03789564468643,4178793.11695134,1782452.28358555,-7.29420297851947,-6.1119403035521,-8.47646565348683,"ExHd","61-70 years",60317.385578861,0.00320613330642808,60124,29.49,990
"Exotic hardwoods",70,69.1609457512192,18.4822216941496,1345775.86709174,790910.83398526,-10.1726133731485,-7.45413557430942,-12.8910911719875,"ExHd","71-80 years",16242.0742552352,0.00320613330642808,16190,51.18,990
"Exotic hardwoods",80,50.9343370505311,10.2112945566418,807009.682714651,522415.460650187,-7.49173269111274,-5.98979325931685,-8.99367212290863,"ExHd","81-90 years",7991.62220612746,0.00320613330642808,7966,78.27,990
"Exotic hardwoods",90,103.015493412123,1.42108547151661e-14,318530.06461685,318530.064617763,-15.1521465553003,-15.1521465553003,-15.1521465553003,"ExHd","91-100 years",4696.0561821344,0.00320613330642808,4681,72.91,990
"Exotic hardwoods",110,41.5490809830744,0,321968.914700661,321968.914699967,-6.11129203424752,-3.05564601712376,-9.16693805137128,"ExHd","111-120 years",9203.50767248472,0.00320613330642808,9174,87.58,990
"Exotic hardwoods",140,NA,NA,NA,NA,NA,NA,NA,"ExHd","141-150 years",137.440653055418,0.00320613330642808,137,101.12,990
"Exotic hardwoods",999,NA,NA,NA,NA,NA,NA,NA,"ExHd","Others",4718.12694393892,0.00320613330642808,4703,66.38,990
"Exotic hardwoods",NA,11.6029158700448,0,24007.5297979921,24007.5297981239,-1.70662757521724,-0.853313787608619,-2.55994136282586,NA,NA,NA,NA,NA,NA,NA
"Exotic softwoods",0,15.3877983012736,0.717761401167184,176874.680007598,132157.364530734,-2.26333114856353,-2.15775842758734,-2.36890386953972,"ExSw","0-10 years",18740,0,18740,51.92,380
"Exotic softwoods",10,34.6408595725347,5.72868142932917,972078.961808152,404870.872902966,-5.09518872995909,-4.25257935431339,-5.9377981056048,"ExSw","11-20 years",57552,0,57552,26.6,380
"Exotic softwoods",20,33.3037015226803,5.44529164607138,5646414.50852245,2102141.23699503,-4.89851137524374,-4.09758469591847,-5.69943805456901,"ExSw","21-30 years",79714,0,79714,25.08,380
"Exotic softwoods",30,57.8532993613987,3.76848530398383,10830996.9399786,4881432.51580745,-8.50941583247726,-7.9551240485315,-9.06370761642302,"ExSw","31-40 years",96727,0,96727,22.41,380
"Exotic softwoods",40,43.9149100255167,3.33558901191751,5050516.83440065,2209121.01767046,-6.45927258735191,-5.96865382814616,-6.94989134655765,"ExSw","41-50 years",83992,0,83992,24.4,380
"Exotic softwoods",50,59.075004838277,6.76016102583063,11093392.6580476,3817209.3473523,-8.68911171918254,-7.69478603856835,-9.68343739979672,"ExSw","51-60 years",114667,0,114667,19.9,380
"Exotic softwoods",60,97.900066412134,7.84499524446786,13120427.7051405,5929995.55633703,-14.3997383783411,-13.2458486697876,-15.5536280868946,"ExSw","61-70 years",84782,0,84782,26.64,380
"Exotic softwoods",70,115.431215942085,7.93498346121015,13834957.5509251,7908353.05955482,-16.9783266873637,-15.8112009634967,-18.1454524112307,"ExSw","71-80 years",65072,0,65072,28.64,380
"Exotic softwoods",80,123.205408869859,11.4490722816037,3321785.67702974,1662913.05338912,-18.1218023597032,-16.4378030370084,-19.805801682398,"ExSw","81-90 years",16296,0,16296,56.3,380
"Exotic softwoods",90,52.4872587666173,1.09672827408902,94213.0854006053,68826.0549812593,-7.72014588073765,-7.55883240263919,-7.8814593588361,"ExSw","91-100 years",3252,0,3252,62.89,380
"Exotic softwoods",100,136.892896121818,0,587863.281554501,587863.281555959,-20.1350413973088,-10.0675206986544,-30.2025620959632,"ExSw","101-110 years",3610,0,3610,102.18,380
"Fir / spruce / mountain hemlock",0,56.1988528665537,3.95811162148332,27609181.9031331,3653255.74407025,-8.26606975969279,-7.68388658137202,-8.84825293801357,"FirSpr","0-10 years",1108103.2956906,0.00133858972928723,1106620,7.26,260
"Fir / spruce / mountain hemlock",10,51.0146859107365,1.99863500483624,53252293.6711665,4628438.8532687,-7.50355089112381,-7.2095794747789,-7.79752230746873,"FirSpr","11-20 years",1698280.30056779,0.00133858972928723,1696007,5.8,260
"Fir / spruce / mountain hemlock",20,52.034228740788,2.64783910092101,46053711.9653246,4753470.62317826,-7.65351146373927,-7.26405115264311,-8.04297177483543,"FirSpr","21-30 years",1328215.93621049,0.00133858972928723,1326438,6.39,260
"Fir / spruce / mountain hemlock",30,59.1985088978025,4.06595217126263,35673277.0894024,4205288.55961266,-8.70727744890067,-8.10923242532985,-9.30532247247149,"FirSpr","31-40 years",864254.882709481,0.00133858972928723,863098,7.66,260
"Fir / spruce / mountain hemlock",40,73.3126320924403,4.48160423847896,37529399.7589871,4535763.9760561,-10.7832687009073,-10.124087038275,-11.4424503635396,"FirSpr","41-50 years",656718.076071667,0.00133858972928723,655839,8.77,260
"Fir / spruce / mountain hemlock",50,87.9284463858867,6.10895784336907,38910347.1567419,5149581.77280311,-12.9330517370704,-12.0345089890144,-13.8315944851265,"FirSpr","51-60 years",824723.967031766,0.00133858972928723,823620,8.2,260
"Fir / spruce / mountain hemlock",60,83.7454320350894,4.8121628893812,52773858.6071595,5972851.64518806,-12.3177884947478,-11.6099862512913,-13.0255907382043,"FirSpr","61-70 years",1136367.12936807,0.00133858972928723,1134846,7,260
"Fir / spruce / mountain hemlock",70,115.995782985543,8.4707496569544,97477902.1795296,11131000.4338694,-17.06136664863,-15.815437167693,-18.307296129567,"FirSpr","71-80 years",1594418.27192298,0.00133858972928723,1592284,5.73,260
